clip_name,tools_present,corrected_labels
clip_010570_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010571_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010572_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010573_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010574_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010575_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010576_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010577_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010578_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010579_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010580_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010581_1,"[force bipolar, bipolar forceps, nan, clip applier ]","['force bipolar', 'bipolar forceps', 'nan', 'clip applier']"
clip_010582_1,"[force bipolar, bipolar forceps, nan, clip applier ]","['force bipolar', 'bipolar forceps', 'nan', 'clip applier']"
clip_010583_1,"[force bipolar, bipolar forceps, nan, clip applier ]","['force bipolar', 'bipolar forceps', 'nan', 'clip applier']"
clip_010584_1,"[force bipolar, bipolar forceps, nan, clip applier ]","['force bipolar', 'bipolar forceps', 'nan', 'clip applier']"
clip_010585_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010586_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010587_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010588_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010589_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010590_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010591_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010592_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010593_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010594_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010595_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010596_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010597_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010598_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010599_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010600_1,"[force bipolar, bipolar forceps, nan, permanent cautery hook/spatula]","['force bipolar', 'bipolar forceps', 'nan', 'permanent cautery hook/spatula']"
clip_010601_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_010602_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_010603_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_010604_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_010605_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_010606_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_010607_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_010608_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_010609_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_010610_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_010611_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_010612_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_010613_1,"[needle driver, nan, needle driver, prograsp forceps]","['needle driver', 'nan', 'needle driver', 'prograsp forceps']"
clip_010614_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010615_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010616_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010617_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010618_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010619_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010620_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010621_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010622_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010623_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010624_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010625_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010626_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010627_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010628_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010629_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010630_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010631_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010632_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010633_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010634_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010635_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010636_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010637_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010638_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010639_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010640_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010641_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010642_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010643_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010644_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010645_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010646_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010647_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010648_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010649_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010650_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010651_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010652_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010653_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010654_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010655_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010656_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010657_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010658_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010659_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010660_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010661_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010662_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010663_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010664_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010665_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010666_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010667_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010668_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_010669_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_010670_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_010671_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_010672_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_010673_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_010674_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_010675_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_010676_1,"[bipolar forceps, nan, monopolar curved scissors, prograsp forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'prograsp forceps']"
clip_010677_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010678_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010679_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010680_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010681_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010682_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010683_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010684_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010685_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010686_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010687_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010688_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010689_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010690_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010691_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010692_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010693_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010694_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010695_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010696_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010697_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010698_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010699_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010700_1,"[bipolar forceps, nan, monopolar curved scissors, grasping retractor]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'grasping retractor']"
clip_010701_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010702_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010703_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010704_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010705_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010706_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010707_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010708_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010709_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010710_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010711_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010712_1,"[needle driver, nan, needle driver, cadiere forceps]","['needle driver', 'nan', 'needle driver', 'cadiere forceps']"
clip_010713_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010714_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010715_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010716_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010717_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010718_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010719_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010720_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010721_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010722_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010723_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010724_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010725_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010726_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010727_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010728_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010729_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010730_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010731_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010732_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010733_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010734_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010735_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010736_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010737_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010738_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010739_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010740_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010741_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010742_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010743_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010744_1,"[bipolar forceps, nan, monopolar curved scissors, cadiere forceps]","['bipolar forceps', 'nan', 'monopolar curved scissors', 'cadiere forceps']"
clip_010745_1,"[bipolar forceps, nan, clip applier , cadiere forceps]","['bipolar forceps', 'nan', 'clip applier', 'cadiere forceps']"
clip_010746_1,"[bipolar forceps, nan, clip applier , cadiere forceps]","['bipolar forceps', 'nan', 'clip applier', 'cadiere forceps']"
clip_010747_1,"[bipolar forceps, nan, vessel sealer, cadiere forceps]","['bipolar forceps', 'nan', 'vessel sealer', 'cadiere forceps']"
clip_010748_1,"[bipolar forceps, nan, vessel sealer, cadiere forceps]","['bipolar forceps', 'nan', 'vessel sealer', 'cadiere forceps']"
clip_010749_1,"[bipolar forceps, nan, vessel sealer, cadiere forceps]","['bipolar forceps', 'nan', 'vessel sealer', 'cadiere forceps']"
clip_010750_1,"[bipolar forceps, nan, vessel sealer, cadiere forceps]","['bipolar forceps', 'nan', 'vessel sealer', 'cadiere forceps']"
clip_010751_1,"[bipolar forceps, nan, vessel sealer, cadiere forceps]","['bipolar forceps', 'nan', 'vessel sealer', 'cadiere forceps']"
clip_010752_1,"[bipolar forceps, nan, vessel sealer, cadiere forceps]","['bipolar forceps', 'nan', 'vessel sealer', 'cadiere forceps']"
clip_010753_1,"[bipolar forceps, nan, vessel sealer, cadiere forceps]","['bipolar forceps', 'nan', 'vessel sealer', 'cadiere forceps']"
clip_010754_1,"[bipolar forceps, nan, vessel sealer, cadiere forceps]","['bipolar forceps', 'nan', 'vessel sealer', 'cadiere forceps']"
clip_010755_1,"[bipolar forceps, nan, vessel sealer, cadiere forceps]","['bipolar forceps', 'nan', 'vessel sealer', 'cadiere forceps']"
clip_010756_1,"[bipolar forceps, nan, vessel sealer, cadiere forceps]","['bipolar forceps', 'nan', 'vessel sealer', 'cadiere forceps']"
clip_010757_1,"[bipolar forceps, nan, vessel sealer, cadiere forceps]","['bipolar forceps', 'nan', 'vessel sealer', 'cadiere forceps']"
clip_010758_1,"[bipolar forceps, nan, vessel sealer, cadiere forceps]","['bipolar forceps', 'nan', 'vessel sealer', 'cadiere forceps']"
clip_010759_1,"[bipolar forceps, nan, vessel sealer, cadiere forceps]","['bipolar forceps', 'nan', 'vessel sealer', 'cadiere forceps']"
clip_010760_1,"[bipolar forceps, nan, vessel sealer, cadiere forceps]","['bipolar forceps', 'nan', 'vessel sealer', 'cadiere forceps']"
